"block_start","block_end","mean_prob_A","mean_prob_C","mean_prob_D"
24.3699720095282,24.3991638261978,0.5,0.5,0
24.3991638261978,28.2691363582872,0.308583333333333,0.665,0.0264166666666667
28.2691363582872,28.2765199426102,0.290083333333333,0.464,0.245916666666667
28.2765199426102,28.3349171494784,0.308166666666667,0.424333333333333,0.2675
28.3349171494784,29.1413965773909,0.246,0.59175,0.16225
